  1.6, 246.9, 251.1,   1.2, 1410.3, 1411.5,   1.5, 2303.0, 2193.9,   2.9, 8775.1, 8761.6, 
  0.5, 248.0, 248.3,   1.2, 1410.0, 1408.4,   1.5, 2208.0, 2204.3,   2.9, 8740.7, 8742.2, 
  0.5, 248.1, 252.0,   1.2, 1402.1, 1404.8,   1.5, 2198.9, 2194.8,   2.9, 8746.4, 8740.0, 
  0.5, 253.9, 248.4,   1.2, 1404.9, 1407.0,   1.5, 2194.4, 2196.2,   2.9, 8747.8, 8747.0, 
  0.5, 247.2, 247.0,   1.2, 1409.7, 1410.4,   1.5, 2191.8, 2197.7,   2.9, 8738.2, 8744.6, 
  0.5, 247.2, 247.0,   1.2, 1412.4, 1408.2,   1.5, 2194.0, 2196.5,   2.9, 8730.9, 8742.4, 
  0.5, 247.2, 252.3,   1.2, 1406.6, 1411.8,   1.5, 2198.8, 2195.8,   2.9, 8745.9, 8740.2, 
  0.5, 253.6, 248.4,   1.2, 1405.1, 1418.0,   1.5, 2195.1, 2191.1,   2.9, 8738.9, 8745.5, 
  0.5, 248.2, 248.3,   1.2, 1415.1, 1408.4,   1.5, 2230.5, 2200.9,   2.9, 8746.7, 8763.5, 
  0.5, 247.6, 248.0,   1.2, 1411.5, 1411.3,   1.5, 2196.1, 2202.5,   2.9, 8739.9, 8747.4, 
  0.5, 247.2, 252.9,   1.2, 1408.6, 1408.5,   1.5, 2197.4, 2197.7,   2.9, 8750.9, 8744.3, 
  0.6, 247.9, 247.7,   1.2, 1408.3, 1407.4,   1.5, 2191.9, 2200.2,   2.9, 8945.7, 8749.1, 
  0.5, 248.0, 252.4,   1.2, 1406.9, 1404.1,   1.5, 2200.2, 2190.7,   2.9, 8737.6, 8741.2, 
  0.5, 250.1, 248.4,   1.2, 1409.9, 1414.7,   1.4, 2196.9, 2199.6,   2.9, 8744.4, 8776.5, 
  0.5, 247.8, 247.6,   1.2, 1414.6, 1408.9,   1.5, 2198.2, 2193.1,   2.9, 8739.6, 8747.1, 
  0.5, 248.1, 248.6,   1.2, 1409.9, 1408.4,   1.5, 2188.4, 2197.5,   2.9, 8733.9, 8741.9, 
  0.5, 248.2, 251.7,   1.2, 1403.8, 1408.8,   1.4, 2200.2, 2194.6,   2.9, 8773.7, 8738.0, 
  0.5, 254.6, 248.4,   1.2, 1407.1, 1408.9,   1.5, 2196.5, 2196.4,   2.9, 8745.7, 8747.9, 
  0.5, 247.2, 248.0,   1.2, 1411.3, 1413.0,   1.5, 2196.1, 2196.6,   2.9, 8744.9, 8756.8, 
  0.5, 246.5, 248.6,   1.2, 1412.1, 1407.0,   1.5, 2192.7, 2203.3,   2.9, 8735.0, 8742.2, 
  0.5, 247.4, 253.7,   1.2, 1405.5, 1408.5,   1.5, 2199.6, 2194.2,   2.9, 8740.6, 8739.3, 
  0.5, 254.8, 247.2,   1.2, 1407.4, 1411.3,   1.5, 2194.4, 2195.2,   2.9, 8737.5, 8748.7, 
  0.5, 246.1, 247.7,   1.2, 1405.8, 1409.2,   1.5, 2190.7, 2197.0,   2.9, 8741.3, 8743.7, 
  0.5, 248.1, 248.6,   1.2, 1413.4, 1408.0,   1.5, 2192.7, 2195.1,   2.9, 8736.3, 8770.7, 
  0.5, 247.2, 255.7,   1.2, 1406.2, 1405.8,   1.5, 2201.6, 2198.8,   2.9, 8758.3, 8740.7, 
  0.5, 254.0, 248.3,   1.2, 1402.5, 1411.9,   1.5, 2195.4, 2195.0,   2.9, 8741.8, 8744.6, 
  0.5, 247.1, 248.6,   1.2, 1408.7, 1408.2,   1.5, 2200.8, 2194.4,   2.9, 8759.8, 8755.7, 
  0.5, 248.1, 247.7,   1.2, 1411.5, 1405.6,   1.5, 2193.2, 2201.3,   2.9, 8741.6, 8738.7, 
  0.5, 247.1, 254.4,   1.2, 1406.3, 1405.8,   1.5, 2202.5, 2194.3,   2.9, 8738.4, 8739.2, 
  0.5, 250.0, 246.8,   1.2, 1419.2, 1414.8,   1.5, 2192.9, 2194.1,   2.9, 8734.6, 8741.1, 
  0.5, 247.2, 248.6,   1.2, 1406.2, 1418.1,   1.5, 2195.0, 2199.7,   2.9, 8741.4, 8740.9, 
  0.5, 247.2, 248.7,   1.2, 1421.5, 1410.4,   1.5, 2192.0, 2198.5,   2.9, 8761.8, 8736.6, 
  0.5, 248.2, 252.8,   1.2, 1402.4, 1408.0,   1.5, 2200.1, 2194.5,   2.9, 8736.7, 8750.6, 
  0.5, 251.6, 248.4,   1.2, 1404.0, 1412.5,   1.5, 2191.2, 2194.4,   2.9, 8738.7, 8740.3, 
  0.5, 248.1, 247.7,   1.2, 1405.5, 1410.6,   1.5, 2192.0, 2195.6,   2.9, 8731.1, 8735.5, 
  0.5, 248.2, 248.7,   1.2, 1410.6, 1407.7,   1.5, 2192.9, 2194.7,   2.9, 8739.6, 8738.5, 
  0.5, 247.5, 246.7,   1.2, 1410.7, 1407.2,   1.5, 2187.7, 2192.3,   2.9, 8729.8, 8754.0, 
  0.5, 246.2, 252.0,   1.2, 1402.1, 1410.2,   1.5, 2192.1, 2196.5,   2.9, 8732.8, 8736.9, 
  0.5, 251.7, 247.5,   1.2, 1404.0, 1410.3,   1.5, 2191.7, 2192.7,   2.9, 8736.3, 8735.3, 
  0.5, 246.2, 247.8,   1.2, 1409.9, 1406.5,   1.5, 2201.0, 2189.8,   2.9, 8733.6, 8740.6, 
